rang,titre,sous_titre,auteurs,editeur,collection,isbn,format,prix,date,url_livre,url_couverture,score_titre,confiance_titre,justif_titre,score_description,confiance_description,source_incomplete,justif_description,ecart_titre_description,source_notation
1671,L'IA au travail pour les Nuls,,Yasmina Lecomte,Pour les nuls,Informatique,9782412111703,Grand format,19.95 €,15 Octobre 2026,https://www.librel.be/livre/9782412111703-l-ia-au-travail-pour-les-nuls-yasmina-lecomte/,https://images.epagine.fr/703/9782412111703_1_m.jpg,0,3,"« Pour les Nuls » : pratique, neutre.",0,3,non,"Guide pratique pour utiliser l'IA au travail, ton entièrement positif et utilitaire.",0,agent
1675,Les sens de l'IA,,"Jérôme Coutou, Nathalie Granier",Digital Mate,,9782959928406,Grand format,20.00 €,1 Avril 2025,https://www.librel.be/livre/9782959928406-les-sens-de-l-ia-jerome-coutou-nathalie-granier/,https://images.epagine.fr/406/9782959928406_1_m.jpg,0,2,"« Sens de l'IA » : neutre, ambigu mais aucune évocation de menace.",2,2,non,"Inégalités/démocraties menacées questionnées, mais résolution constructive proposée.",-2,agent
1679,"L' ia, metamorphose des destinations et du tourisme",,"Simon, Durrieu",Editions de l'Aube,,9782815975681,Grand format,18.00 €,6 Novembre 2026,https://www.librel.be/livre/9782815975681-l-ia-metamorphose-des-destinations-et-du-tourisme-simon-durrieu/,https://images.epagine.fr/681/9782815975681_1_m.jpg,0,2,"« Métamorphose » : transformation neutre, tourisme.",0,2,non,"Transformation touristique présentée positivement, régulation mentionnée en passant.",0,agent
1680,Ia et gafa au bal masque (tome 1),,Falconetti Di Brando,Saint Honore Editions,,9782407021581,Grand format,18.90 €,23 Juin 2021,https://www.librel.be/livre/9782407021581-ia-et-gafa-au-bal-masque-tome-1-falconetti-di-brando/,https://images.epagine.fr/581/9782407021581_1_m.jpg,0,2,"« Bal masqué » : fiction ludique, aucune menace.",4,2,non,IA et GAFA instruments d'élimination de l'individu par la collectivité : thèse de domination.,-4,agent
1682,L'illusion de l'IA toute puissante : Comment choisir la bonne IA sans gaspiller votre argent ou modifier vos décisions,,Cyril Darmon,Décryptages,,9782488445290,Grand format,22.00 €,15 Octobre 2026,https://www.librel.be/livre/9782488445290-l-illusion-de-l-ia-toute-puissante-comment-choisir-la-bonne-ia-sans-gaspiller-votre-argent-ou-modifier-vos-decisions-cyril-darmon/,https://images.epagine.fr/290/9782488445290_1_m.jpg,1,2,"« Illusion de toute puissance » : démystification, pas d'accusation frontale.",0,1,oui,Description vide.,1,agent
1683,Révolution financière avec l'IA : Maximisez vos profits grâce à la technologie,,Frank Farrow,Tredition,,9783384390677,Grand format,29.99 €,19 Octobre 2024,https://www.librel.be/livre/9783384390677-revolution-financiere-avec-l-ia-maximisez-vos-profits-grace-a-la-technologie-frank-farrow/,https://images.epagine.fr/677/9783384390677_1_m.jpg,0,3,"« Maximisez vos profits » : promesse positive, neutre.",0,3,non,Guide financier entièrement promotionnel et positif sur l'IA.,0,agent
1685,Du bon usage de l'IA en médecine,,Cyril Goulenok,PUF,,9782130895251,Grand format,23.00 €,22 Octobre 2026,https://www.librel.be/livre/9782130895251-du-bon-usage-de-l-ia-en-medecine-cyril-goulenok/,https://images.epagine.fr/no_image.png,0,3,"« Bon usage » : neutre, pratique.",0,1,oui,Description vide.,0,agent
1687,"Dans les coulisses des images : Deepfakes, IA, photomontages : l'enquête pour comprendre ce que nous voyons",,Tina Nikoukhah,Eyrolles,,9782416023644,Grand format,20.90 €,24 Septembre 2026,https://www.librel.be/livre/9782416023644-dans-les-coulisses-des-images-deepfakes-ia-photomontages-l-enquete-pour-comprendre-ce-que-nous-voyons-tina-nikoukhah/,https://images.epagine.fr/644/9782416023644_1_m.jpg,2,2,"« Deepfakes » évoque un risque, mais cadre pédagogique « comprendre ».",1,2,non,"Manipulation/désinformation citées parmi d'autres opérations techniques, ton pédagogique neutre.",1,agent
1689,IA et GAFA (M) au bal masqué Tome 3,,"Pierre Falconetti di Branco, Dérie Falconetti di Brando",NOMBRE 7,,9782383517238,Grand format,17.10 €,7 Juin 2023,https://www.librel.be/livre/9782383517238-ia-et-gafa-m-au-bal-masque-tome-3-pierre-falconetti-di-branco-derie-falconetti-di-brando/,https://images.epagine.fr/238/9782383517238_1_m.jpg,0,2,"« Bal masqué » : fiction ludique, sans menace.",1,1,non,Texte elliptique : IA vue comme intervention espérée face à un monde en crise.,-1,agent
1690,Lh 2 - kimu - matematika - ia ia 10.000! - deskonposaketa-txartelak,,,Ikaselkar,,9788418410932,Grand format,100.00 €,4 Août 2021,https://www.librel.be/livre/9788418410932-lh-2-kimu-matematika-ia-ia-10-000-deskonposaketa-txartelak/,https://images.epagine.fr/no_image.png,0,2,"Manuel de maths basque, « ia » sans rapport à l'IA, neutre.",0,1,oui,Description vide.,0,agent
1693,"IA : l'Etre, l'Autre et le Possible : Une invitation à relire nos choix à l'aune de l'altérité",,Michel Duchateau,Books on Demand,,9782322600601,Grand format,16.99 €,26 Février 2026,https://www.librel.be/livre/9782322600601-ia-l-etre-l-autre-et-le-possible-une-invitation-a-relire-nos-choix-a-l-aune-de-l-alterite-michel-duchateau/,https://images.epagine.fr/601/9782322600601_1_m.jpg,0,2,"« Invitation à relire nos choix » : philosophique, neutre.",1,3,non,Explicitement « loin de la peur » ; réflexion philosophique ouverte sur l'IA.,-1,agent
1694,L'IA et les stratégies d'équité dans les RH,,Anne Bilard,Arnaud Franel,,9782898750021,Grand format,15.00 €,1 Octobre 2026,https://www.librel.be/livre/9782898750021-l-ia-et-les-strategies-d-equite-dans-les-rh-anne-bilard/,https://images.epagine.fr/021/9782898750021_1_m.jpg,0,3,"« Stratégies d'équité » : positif, professionnel, neutre.",2,2,non,"Dérèglements managériaux réels décrits, puis guide pratique pour rétablir l'équité.",-2,agent
1695,Mamma m'I.A. ; bienvenue dans la réalité augmentée !,,"Anne-Caroline Paucot, Olivier Pelletier",Massot éditions,,9791097160630,Grand format,17.90 €,2 Mai 2019,https://www.librel.be/livre/9791097160630-mamma-m-i-a-bienvenue-dans-la-realite-augmentee-anne-caroline-paucot-olivier-pelletier/,https://images.epagine.fr/630/9791097160630_1_m.jpg,0,2,"Jeu de mots « Mamma m'I.A. », « bienvenue » : ton léger, accueillant.",3,2,non,"Huit histoires ironiques développant des dangers concrets (eugénisme, addiction, surveillance).",-3,agent
1701,"L'IA et la génération de texte : Comprendre et maîtriser ChatGPT, Copilot, Gemini, Perplexity, Mistral et Claude",,Mickael Bertolla,Eni,Solutions Business,9782409055249,Grand format,24.00 €,16 Septembre 2026,https://www.librel.be/livre/9782409055249-l-ia-et-la-generation-de-texte-comprendre-et-maitriser-chatgpt-copilot-gemini-perplexity-mistral-et-claude-2e-edition-mickael-bertolla/,https://images.epagine.fr/249/9782409055249_1_m.jpg,0,3,"« Comprendre et maîtriser » : pédagogique, neutre.",0,2,non,"Guide pratique sur l'IA générative, limites et éthique mentionnées en passant.",0,agent
1703,Gagnez 10h par semaine avec l'IA : ... et boostez votre business,,Rémi Talbot,De Boeck Supérieur,,9782807374492,Grand format,19.90 €,1 Octobre 2026,https://www.librel.be/livre/9782807374492-gagnez-10h-par-semaine-avec-l-ia-et-boostez-votre-business-remi-talbot/,https://images.epagine.fr/492/9782807374492_1_m.jpg,0,3,"« Gagnez 10h », « boostez » : promesse positive, neutre.",0,3,non,Guide entrepreneurial entièrement positif sur l'IA.,0,agent
1705,Ia et gafa au bal masque - t02 - ia et gafa au bal masque (tome2),,Falconetti Di Brando,Saint Honore Editions,,9782407023066,Grand format,12.90 €,15 Novembre 2021,https://www.librel.be/livre/9782407023066-ia-et-gafa-au-bal-masque-t02-ia-et-gafa-au-bal-masque-tome2-falconetti-di-brando/,https://images.epagine.fr/066/9782407023066_1_m.jpg,0,2,"« Bal masqué » : fiction ludique, sans menace.",1,2,non,"Menace évoquée puis contrebalancée par une alternative positive, laissée en question ouverte.",-1,agent
1706,Rébellion des IA Tome 1 : La revanche de l'humanité,,Philippe Popieul,Verone,,9791028433086,Grand format,19.10 €,6 Mai 2024,https://www.librel.be/livre/9791028433086-rebellion-des-ia-tome-1-la-revanche-de-l-humanite-philippe-popieul/,https://images.epagine.fr/086/9791028433086_1_m.jpg,5,3,"« Rébellion des IA », « revanche de l'humanité » : conflit frontal, domination.",4,2,non,Rébellion des machines et lutte pour la survie humaine développées comme sujet central du récit.,1,agent
1709,"IA : 100 questions que vous n'osez pas poser : Les vraies réponses aux vraies questions sans jargon, sans langue de bois",,Didier Taormina,Bookelis,,9791042477097,Grand format,20.10 €,13 Mai 2026,https://www.librel.be/livre/9791042477097-ia-100-questions-que-vous-n-osez-pas-poser-les-vraies-reponses-aux-vraies-questions-sans-jargon-sans-langue-de-bois-didier-taormina/,https://images.epagine.fr/097/9791042477097_1_m.jpg,0,2,"« Sans jargon, sans langue de bois » : pédagogique, démystifiant.",1,2,non,Peurs et jargon cités comme obstacles à démystifier par un guide de vulgarisation.,-1,agent
1710,Révolution des Ventes avec l'IA : Stratégies innovantes pour un succès durable,,Rémy Rieu,Tredition,,9783384422743,Grand format,29.99 €,16 Novembre 2024,https://www.librel.be/livre/9783384422743-revolution-des-ventes-avec-l-ia-strategies-innovantes-pour-un-succes-durable-remy-rieu/,https://images.epagine.fr/743/9783384422743_1_m.jpg,0,3,"« Succès durable » : positif, neutre.",0,3,non,Guide commercial entièrement positif sur l'IA comme levier de vente.,0,agent
1711,Une brève histoire de l'IA,,Daniel de Roulet,Bayard,Les Petites Conférences,9782227503779,Grand format,12.95 €,7 Octobre 2026,https://www.librel.be/livre/9782227503779-une-breve-histoire-de-l-ia-daniel-de-roulet/,https://images.epagine.fr/779/9782227503779_1_m.jpg,0,3,"« Brève histoire » : neutre, factuel.",0,3,non,"Récit historique neutre sur les débuts de l'IA, question finale ouverte sans menace.",0,agent
1712,"Revue TINA : I.A. singularité, vie artificielle et sauve-qui-peut",,Collectif,Editions Jou,Revue Tina,9782492628122,Revue,18.00 €,13 Octobre 2026,https://www.librel.be/livre/9782492628122-revue-tina-i-a-singularite-vie-artificielle-et-sauve-qui-peut-collectif/,https://images.epagine.fr/122/9782492628122_1_m.jpg,4,2,"« Sauve-qui-peut » : panique/danger imminent, formulé sans détour.",2,2,non,"Dystopie citée comme point de départ à dépasser, conclusion tournée vers réappropriation positive.",2,agent
1713,Agence Détective Co & Co : Co & Co contre l'IA,,René Puig,Edilivre,,9782414808854,Grand format,19.00 €,11 Juillet 2025,https://www.librel.be/livre/9782414808854-agence-detective-co-co-co-co-contre-l-ia-rene-puig/,https://images.epagine.fr/854/9782414808854_1_m.jpg,2,2,"« Contre l'IA » : conflit léger, jeunesse/fiction détective.",0,3,non,Roman policier sans réel enjeu lié à l'IA.,2,agent
1714,I.A. & image : Guide juridique ; (R)évolution ou destruction? Opportunité ou danger ?,,Joëlle Verbrugge,Bookelis,,9791035986667,Grand format,48.25 €,9 Juillet 2024,https://www.librel.be/livre/9791035986667-i-a-image-guide-juridique-r-evolution-ou-destruction-opportunite-ou-danger-joelle-verbrugge/,https://images.epagine.fr/667/9791035986667_1_m.jpg,3,2,"« Destruction ? », « danger ? » : mots frontaux partagés avec « opportunité ».",2,2,non,Risques de dérives (reconnaissance faciale) évoqués parmi d'autres thèmes juridiques équilibrés.,1,agent
1717,"L'IA de Google en pratique : Exploiter Gemini, Gems, NotebookLM, Workspace et AI Studio dans vos usages professionnels",,Gilles Balmisse,Eni,Solutions Business,9782409055669,Grand format,24.00 €,14 Octobre 2026,https://www.librel.be/livre/9782409055669-l-ia-de-google-en-pratique-exploiter-gemini-gems-notebooklm-workspace-et-ai-studio-dans-vos-usages-professionnels-gilles-balmisse/,https://images.epagine.fr/no_image.png,0,3,« En pratique » : guide professionnel neutre.,0,3,non,"Guide pratique positif sur les outils Gemini/Google, mentions mineures de vigilance (hallucinations).",0,agent
1718,L'âme du café - Une passion au quotidien (Calendrier mural carré 2026 30x30 cm) Calendrier double avec une page pour vos prises de notes : Vous serez enthousiasmé par les images d'IA qui font revivre l'arôme du café fraîchement moulu.,,Claudia Schimmack,Calvendo,,9783457254820,Calendrier,N.C.,14 Janvier 2025,https://www.librel.be/livre/9783457254820-l-ame-du-cafe-une-passion-au-quotidien-calendrier-mural-carre-2026-30x30-cm-calendrier-double-avec-une-page-pour-vos-prises-de-notes-vous-serez-enthousiasme-par-les-images-d-ia-qui-font-revivre-l-arom/,https://images.epagine.fr/820/9783457254820_1_m.jpg,0,3,"Calendrier café, « enthousiasmé » : positif, neutre.",0,3,non,"Calendrier café, IA mentionnée comme outil de génération d'images, aucune négativité.",0,agent
1721,"IA, miracle du 21e siècle?",,Francois Vidaux,L'Echappee Belle,Agir Utile,9782491991357,Grand format,15.00 €,15 Août 2025,https://www.librel.be/livre/9782491991357-ia-miracle-du-21e-siecle-francois-vidaux/,https://images.epagine.fr/357/9782491991357_1_m.jpg,1,2,« Miracle... ? » : question sans mot de menace fort.,1,2,non,"Critique le battage commercial et les limites techniques de l'IA, conclut sur l'espoir.",0,agent
1722,Les Nouveaux Esclaves ? : La Révolution économique : comment l'IA redéfinit la valeur,,Hugo Brisson,Librinova,,9791040579809,Grand format,20.00 €,17 Avril 2025,https://www.librel.be/livre/9791040579809-les-nouveaux-esclaves-la-revolution-economique-comment-l-ia-redefinit-la-valeur-hugo-brisson/,https://images.epagine.fr/809/9791040579809_1_m.jpg,5,2,"« Nouveaux Esclaves » : métaphore d'exploitation forte, malgré le « ? ».",4,2,non,"Dépendance technologique présentée comme esclavage moderne, thèse développée, résolue par l'amour.",1,agent
1725,L'ia au service de l'organisation apprenante - le guide de terrain pour les collectifs et les dirige,,Charlon Severine,Editions du Net,,9782312161242,Grand format,19.00 €,29 Août 2026,https://www.librel.be/livre/9782312161242-l-ia-au-service-de-l-organisation-apprenante-le-guide-de-terrain-pour-les-collectifs-et-les-dirige-charlon-severine/,https://images.epagine.fr/no_image.png,0,3,"« Au service de » : positif, neutre.",0,1,oui,"Description vide, aucun texte disponible pour évaluer.",0,agent
1729,"Lestia, IA, politique, et autres trucs coquins",,Alan Acquart,Hello Editions,,9791044326355,Grand format,20.00 €,28 Août 2026,https://www.librel.be/livre/9791044326355-lestia-ia-politique-et-autres-trucs-coquins-alan-acquart/,https://images.epagine.fr/355/9791044326355_1_m.jpg,0,2,"« Trucs coquins » : humoristique/léger, aucune menace.",3,2,non,"Monde dystopique dominé par IA et surveillance, mais questionnement final resté ouvert.",-3,agent
1730,Au-delà des frontières de l'I.A,,Nicole Leveque,Bookelis,,9791042400897,Grand format,11.50 €,5 Décembre 2023,https://www.librel.be/livre/9791042400897-au-dela-des-frontieres-de-l-i-a-nicole-leveque/,https://images.epagine.fr/897/9791042400897_1_m.jpg,0,2,"« Frontières » : exploration neutre à positive, comme « Pionniers ».",3,2,non,Tyrannie technologique et lutte pour l'humanité posées comme enjeu réel mais non tranché.,-3,agent
1733,Le Management Hybride : Repenser le leadership et l'intelligence collective à l'ère de l'IA,,Vincent Lenhardt,InterEditions,,9782729625764,Grand format,24.10 €,28 Octobre 2026,https://www.librel.be/livre/9782729625764-le-management-hybride-repenser-le-leadership-et-l-intelligence-collective-a-l-ere-de-l-ia-2e-edition-vincent-lenhardt/,https://images.epagine.fr/764/9782729625764_1_m.jpg,0,3,"« Repenser le leadership » : constructif, neutre.",0,3,non,L'IA présentée comme collaboratrice positive recentrant le management sur l'humain.,0,agent
1736,IA et marchés de plateformes : Atmosphère d'un site marchand,,De Corbiere Francois,Eska,,9782747234146,Grand format,37.00 €,31 Août 2023,https://www.librel.be/livre/9782747234146-ia-et-marches-de-plateformes-atmosphere-d-un-site-marchand-de-corbiere-francois/,https://images.epagine.fr/146/9782747234146_1_m.jpg,0,3,"Neutre, descriptif de marché.",0,1,oui,"Description vide, aucun texte à évaluer.",0,agent
1737,"Horizons publics Hors-Série : Collectivités : IA et management, les liaisons dangereuses ?",,Collectif,Berger-Levrault,Horizons Publics,9782701323084,Revue,29.90 €,19 Février 2025,https://www.librel.be/livre/9782701323084-horizons-publics-hors-serie-collectivites-ia-et-management-les-liaisons-dangereuses-collectif/,https://images.epagine.fr/084/9782701323084_1_m.jpg,3,2,"« Liaisons dangereuses » évoque risque, tempéré par clin d'œil littéraire/question.",1,2,non,"Craintes sur l'emploi mentionnées mais équilibrées par des espoirs, focus managérial pratique.",2,agent
